_id,ano,mes,processo_numero,solicitacao_data,solicitacao_hora,solicitacao_descricao,solicitacao_regional,solicitacao_bairro,solicitacao_localidade,solicitacao_endereco,solicitacao_roteiro,rpa_codigo,rpa_nome,solicitacao_microrregiao,solicitacao_plantao,solicitacao_origem_chamado,latitude,longitude,solicitacao_vitimas,solicitacao_vitimas_fatais,processo_situacao,processo_tipo,processo_origem,processo_localizacao,processo_status,processo_data_conclusao
234,2017,11-novembro,8107931117,2017-11-23T00:00:00,07:23,USUÁRIO SOLICITA VISTORIA NA RESIDENCIA INFORMA QUE OCORREU UM INCÊNDIO NO LOCAL NA MADRUGADA E CORPO DE BOMBEIRO VERIFICOU QUE A RESIDENCIA ESTA COM A ESTRUTURA COMPROMETIDA PEDE URGÊNCIA PARA O COMPARECIMENTO DA EQUIPE.,PLANICIE,AFOGADOS,AFOGADOS,"RUA CARLOS PENHA FILHO N, 84",PROX: AO China In Box.,5,5-SUDOESTE,5.1,Sim,Ocorrências,-8.0814395,-34.916889800000035,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-11-23T10:46:28
235,2017,10-outubro,8090975617,2017-10-02T00:00:00,21:24,"usuária  informa que imóvel de 2 andares esta estralando com  rachadura de 2 dedos, muito vazamento de água na caixa de água e na cisternas e com",PLANICIE,AFOGADOS,AFOGADOS,avenida sao miguel,defronte a maternidade bandeira filho,5,5-SUDOESTE,5.1,Sim,Ocorrências,-8.054906899999999,-34.89547640000001,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-10-03T15:59:03
236,2017,10-outubro,8097470717,2017-10-23T00:00:00,14:20,USUÁRIO INFORMA QUE ESTA HAVENDO INFILTRAÇÃO NO BOX 41 DENTRO DO MERCADO DE AFOGADOS APRESENTANDO RISCO DE CAIR. SOLICITA VISTORIA.,PLANICIE,AFOGADOS,AFOGADOS,RUA ACRE SN,DENTRO DO MERCADO DE AFOGADOS. BOX 41.,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-10-25T10:11:20
237,2017,10-outubro,8099085317,2017-10-27T00:00:00,09:28,"DESEJA VISTORIA EM IMÓVEL POIS ESTA COM RACHADURAS  DEVIDO A VIZINHA JOGAR ÁGUA NA PAREDE TODOS OS DIAS ,E TEM UMA VALETA EM SUA PAREDE A VIZINHA NÃO QUIS RETIRAR DEPOIS DA REFORMA",PLANICIE,AFOGADOS,AFOGADOS,RUA JOSELÂNDIA 39,PRÓXIMO AO CLUB SARGENTO ROLFE,5,5-SUDOESTE,5.1,Não,Ocorrências,-8.0728255,-34.91154080000001,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-10-27T11:03:40
238,2017,10-outubro,8099083017,2017-10-27T00:00:00,09:28,"DESEJA VISTORIA EM IMÓVEL POIS ESTA COM RACHADURAS  DEVIDO A VIZINHA JOGAR ÁGUA NA PAREDE TODOS OS DIAS ,E TEM UMA VALETA EM SUA PAREDE A VIZINHA NÃO QUIS RETIRAR DEPOIS DA REFORMA",PLANICIE,AFOGADOS,AFOGADOS,RUA JOSELÂNDIA 39,PRÓXIMO AO CLUB SARGENTO ROLFE,5,5-SUDOESTE,5.1,Não,Ocorrências,-8.0728255,-34.91154080000001,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-11-23T15:42:45
239,2017,09-setembro,8081644017,2017-09-06T00:00:00,10:00,"USUÁRIA SOLICITA VISTORIA NA RESIDENCIA , INFORMA QUE O QUARTO ESTA COM INFILTRAÇÕES E A CASA FOI CONSTRUÍDA SEM COLUNAS PEDE URGÊNCIA PARA O COMPARECIMENTO DA EQUIPE.",PLANICIE,AFOGADOS,AFOGADOS,"RUA   CASTANHAL N, 89",PRIMEIRA RUA APOS APRAÇA. PRIMEIRA A ESQUERDA APOS A TUPAN,5,5-SUDOESTE,5.1,Não,Ocorrências,-8.0668717,-34.909038899999985,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-09-19T10:35:56
240,2017,09-setembro,8080489117,2017-09-04T00:00:00,09:09,"USUÁRIA INFORMA QUE NA SUA CASA ( DUPLEX) EXISTE UMA RACHADURA EM HORIZONTAL AO REDOR DE TODA A SUA RESIDÊNCIA, O QUAL  NA PARTE DA COZINHA , A RACHADURA JÁ QUEBROU A CERÂMICA .NO TERRAÇO CAIU UM POUCO DO REBOCO DO TETO E AS FERRAGENS ESTÃO APARECENDO. AS JANELAS NA FRENTE DA CASA ESTÃO EMPERRANDO E A PORTA DA COZINHA NÃO ESTÁ FECHANDO, A MESMA DESCONFIA QUE POR CONTA QUE A RACHADURA ABRANGE TODO O IMÓVEL, ELA ACREDITA QUE ESTE ESTÁ DESABANDO AOS POUCOS. A MESMA SOLICITA O SERVIÇO EM URGÊNCIA. CASO A EQUIPE NÃO CONSIGA FALAR COM A MESMA ATRAVÉS DO NÚMERO INFORMADO, FAVOR ENTRAR EM CONTATO COM O NÚMERO SEGUINTE: (81)88445594",PLANICIE,AFOGADOS,AFOGADOS,"RUA FELIX PEIXOTO, 25",FICA POR TRÁS DO COLÉGIO JEANE CARLA,5,5-SUDOESTE,5.1,Não,Ocorrências,-8.075841,-34.90613450000001,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-09-05T16:04:35
241,2017,08-agosto,8074060717,2017-08-15T00:00:00,10:21,"USUÁRIA SOLICITA VISTORIA  NO CONDOMÍNIO ALAMEDA NOVO PRADO, INFORMA QUE O BLOCO B ESTA COM VARAIS RACHADURA E INFILTRAÇÕES,  E CAIU UM  PEDAÇO DO TETO DO VIZINHO  A NOITE A MESMA ESTA COM MEDO POS É PRÉDIO CAIXÃO. PEDE URGÊNCIA PARA O COMPARECIMENTO DA EQUIPE.",PLANICIE,AFOGADOS,AFOGADOS,"RUA ESCRITOR ALVORO LINS N, 208",O PRÉDIO FICA POR TRÁS DA FACULDADE NOVA ROMA.,5,5-SUDOESTE,5.1,Não,Ocorrências,-8.0688024,-34.91297739999999,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-08-22T15:23:33
242,2017,08-agosto,8072405717,2017-08-09T00:00:00,12:41,USUÁRIO SOLICITA VISTORIA PARA CONSTRUÇÃO QUE ESTÁ SENDO REALIZADA SEM ESTRUTURA ALGUMA. TRATA/SE DE PRIMEIRO ANDAR OFERECE RISCO DE QUEDA PARA TRANSEUNTES.,PLANICIE,AFOGADOS,AFOGADOS,RUA REALENGO 40,APÓS CLUBE FERROVIÁRIOS DO RECIFE SEGUNDA RUA DIREITA.OFICINA DO GALEGO.,5,5-SUDOESTE,5.1,Não,Ocorrências,-8.0756873,-34.91435039999999,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-08-11T10:47:10
243,2017,08-agosto,8071251617,2017-08-07T00:00:00,09:59,"PRÉDIO EM AFOGADOS  ESTA CHEIO  DE RACHADURAS EM TODO OS  CÔMODOS  ,PREDIO DE TRÊS ANDARES   (SÃO 23 APARTAMENTOS QUE APRESENTA O PROBLEMAS )",PLANICIE,AFOGADOS,AFOGADOS,RUA LUIZ PERREIRA DE FARIAS 74,"DEPOIS DO QUARTEL DO EXERCITO 14º  BELOGUE ,TERCEIRA RUA A ESQUERDA *",5,5-SUDOESTE,5.1,Não,Ocorrências,-8.0814598,-34.9185215,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-08-14T14:12:01
244,2017,07-julho,8068820317,2017-07-30T00:00:00,20:52,USUÁRIA INFORMA QUE SUA RESIDENCIA ESTA TODA RACHADA NA ESPESSURA DE 1 DEDO FAVOR VERIFICAR POIS O MESMO SOLICITA URGÊNCIA,PLANICIE,AFOGADOS,AFOGADOS,RUA SANTA VITORIA,PROX A CRECHE LULUZINHA,5,5-SUDOESTE,5.1,Sim,Ocorrências,-8.0845065,-34.91285089999997,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-08-02T16:40:57
245,2017,07-julho,8068738517,2017-07-28T00:00:00,21:25,"o usuario informa que o seu apartamento e de outros moradores estão apresentando infiltrações principalmente no teto.favor verificar, o mesmo pede vistoria.",PLANICIE,AFOGADOS,AFOGADOS,RUA ESCRITOR  ALVARO LINS,perto da padaria vila do pão.bloco b apartamento 101.fica no conjunto habitacional onde cada prédio possui 2 andares.,5,5-SUDOESTE,5.1,Sim,Ocorrências,-8.0691554,-34.9125085,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-07-31T15:51:18
246,2017,07-julho,8068576517,2017-07-28T00:00:00,13:31,USUÁRIA INFORMA QUE PRÉDIO CAIXÃO ESTA COM RACHADURAS NELE TODO. ESTA ASSUSTADA E PEDE VISTORIA,PLANICIE,AFOGADOS,AFOGADOS,RUA DA PAZ,IGREJA UNIVERSAL DO REINO DE DEUS PRÉDIO FICA COLADO. NO PRÉDIO TEM UMA LOJA ROSANA SONHO DE NOIVA,5,5-SUDOESTE,5.1,Não,Ocorrências,-8.079552099999999,-34.904347099999995,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-08-01T11:25:25
247,2017,07-julho,8067647617,2017-07-26T00:00:00,15:46,"USUARIA SOLICITA VISTORIA NO IMOVEL QUE ESTA COM RISCO DE DESABAMENTO, INFORMA QUE ESTA COM INFILTRAÇAO.",PLANICIE,AFOGADOS,AFOGADOS,RUA CORONEL ALFREDO DUARTE,"APOS A TUPAN ,PROXIMO AO ANTIGO CLUBE VASSOURINHA .",5,5-SUDOESTE,5.1,Não,Ocorrências,-8.070585399999999,-34.91106990000003,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-08-15T10:48:10
248,2017,07-julho,8067114817,2017-07-25T00:00:00,12:49,"USUARIO SOLICITA VISTORIA EM MURO QUE ESTA COM GRANDES RACHADURAS, INFORMA QUE FOI FEITA UMA OBRA POR TERCEIROS QUE DANIFICOU SEU MURO.",PLANICIE,AFOGADOS,AFOGADOS,RUA CORONEL ALFREDO DUARTE 402,"NA AVENIDA COSME VIANA, PASSAR O SEGUNDO SINAL, ENTRA A POIS O POSTO DE GASOLINA SETA, A DIREITA.",5,5-SUDOESTE,5.1,Não,Ocorrências,-8.0704769,-34.91130939999999,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-08-07T15:47:57
249,2017,07-julho,8066791617,2017-07-24T00:00:00,14:02,"USUÁRIA INFORMA QUE EM SEU DUPLEX,A PARTE SUPERIOR ESTÁ COM INFILTRAÇÕES, O LOCAL ONDE FOI CONSTRUÍDO TRATA/SE DE ÁREA DE MANGUE ,COM ISSO AS PAREDES DA COZINHA E SALA ESTÃO RACHADAS OFERECENDO RISCO.",PLANICIE,AFOGADOS,AFOGADOS,RUA PADRE TEÓFILO 196,"NA RUA DA TUPAN,POR TRÁS DA ENGEFRIO PRÓXIMO AO CANAL , PROCURAR IRMÃ RAQUEL .",5,5-SUDOESTE,5.1,Não,Ocorrências,-8.0642624,-34.9110374,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-08-04T16:30:13
250,2017,07-julho,8066471117,2017-07-21T00:00:00,19:35,"USUÁRIO INFORMA QUE A LAJE DE SUA RESIDÊNCIA ESTÁ CAINDO AOS PEDAÇOS, A MESMA INFORMA QUE A PARTE DE TRÁS QUE FICA O BANHEIRO ESTÁ RACHADA. PEDE UMA VISTORIA COM URGÊNCIA.",PLANICIE,AFOGADOS,AFOGADOS,"RUA ERNESTO CAVALCANTE, N 704",HEROS HOTEL. LANCHONETE DE GILDA.,5,5-SUDOESTE,5.1,Sim,Ocorrências,-8.074138999999999,-34.91727850000001,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-07-25T14:42:03
